,k1,L1,k2,L2,k3,L3,rho1,rho2,rho3,rho4
1066,4,27,1,1,2,28,-0.00031532,-0.00100082,0.00245774,0.00290665
1067,1,27,1,1,3,28,0.0,-0.01435621,0.00688305,0.00522302
1068,2,27,1,1,3,28,-0.00429168,0.01256978,0.03621612,0.00702465
1069,3,27,1,1,3,28,-0.05794593,0.00945024,0.02227365,0.00848434
1070,4,27,1,1,3,28,-0.00651941,0.01560138,-0.02152519,0.03185506
1071,1,27,1,1,4,28,-0.0,0.0,-0.0,-0.0
1072,2,27,1,1,4,28,-0.0,-0.01244684,-0.00386555,0.00332752
1073,3,27,1,1,4,28,0.00045223,0.00211225,0.02827262,0.04068807
1074,4,27,1,1,4,28,-0.04445183,0.02551683,0.08675852,-0.03545022
1075,1,27,1,1,5,28,0.0,-0.0,0.0,0.0
1076,2,27,1,1,5,28,0.0,0.0,0.0,-0.0
1077,3,27,1,1,5,28,0.0,-0.01214359,-0.01336496,-0.00352026
1078,4,27,1,1,5,28,0.00806266,-0.00986865,-0.04022947,-0.02111566
1079,1,28,1,1,1,27,-0.07603378,0.01524544,-0.04423903,0.00444476
1080,2,28,1,1,1,27,0.01564216,-0.05720589,-0.01167742,0.00395343
1081,3,28,1,1,1,27,2.266e-05,-0.00747694,0.01083154,0.00564006
1082,1,28,1,1,2,27,0.04698741,-0.01678747,0.03145331,0.01292269
1083,2,28,1,1,2,27,-0.07262255,0.01438593,0.01267584,-0.00459347
1084,3,28,1,1,2,27,0.00845761,-0.04444754,-0.0130293,0.07680181
1085,1,28,1,1,3,27,-0.0,-0.01460638,-0.00453623,0.00390484
1086,2,28,1,1,3,27,0.05645409,0.01170246,0.01956312,0.04923073
1087,3,28,1,1,3,27,-0.055182,0.01649178,0.06449548,-0.00443988
1088,1,28,1,1,4,27,0.0,-0.0,0.0,0.0
1089,2,28,1,1,4,27,0.0,-0.0124214,-0.01367072,-0.00360079
1090,3,28,1,1,4,27,0.06476111,0.03779298,-0.03429665,-0.02281658
1091,1,28,1,1,1,28,0.03710898,-0.09316037,0.00060989,-0.09161482
1092,2,28,1,1,1,28,-0.0001846,-0.01934215,0.02329168,0.00120911
1093,3,28,1,1,1,28,-4.88e-06,-0.00016166,0.00136354,-0.00030761
1094,1,28,1,1,2,28,-0.01290298,-0.02565585,0.00188321,-0.08824645
1095,2,28,1,1,2,28,0.016008,-0.05806952,-0.01219906,0.00112085
1096,3,28,1,1,2,28,-9.389e-05,-0.00742057,0.01179723,0.00629607
1097,1,28,1,1,3,28,-0.0565733,0.02420266,-0.02221552,-0.0156191
1098,2,28,1,1,3,28,-0.00713999,-0.03673163,-0.00382947,-0.07276829
1099,3,28,1,1,3,28,0.0073052,-0.04299565,-0.00724085,0.08664769
1100,1,28,1,1,4,28,0.0,0.01988438,0.00617539,-0.00531585
1101,2,28,1,1,4,28,-0.07549349,-0.01914671,-0.01244753,-0.05503624
1102,3,28,1,1,4,28,-0.00639727,-0.03976602,0.02755132,0.10611357
1103,1,28,1,1,5,28,-0.0,0.0,-0.0,0.0
1104,2,28,1,1,5,28,-0.0,0.01826329,0.02010017,0.00529428
1105,3,28,1,1,5,28,-0.09601087,-0.07294379,0.03196828,0.02873818
1106,1,28,1,1,1,29,-0.0585652,0.00425929,-0.04608713,0.01293892
1107,2,28,1,1,1,29,-0.01123154,0.02240395,-0.02490867,0.00564065
1108,3,28,1,1,1,29,-0.00035372,-0.00089564,0.00262205,0.00304811
1109,1,28,1,1,2,29,-0.0078584,0.01103665,0.03780966,0.00791747
1110,2,28,1,1,2,29,-0.05057262,0.00738547,0.02187955,0.00875319
1111,3,28,1,1,2,29,-0.00708807,0.01799107,-0.02268115,0.03196546
1112,1,28,1,1,3,29,0.0,-0.01330946,-0.00413345,0.00355813
1113,2,28,1,1,3,29,-0.00416214,0.00160138,0.02888224,0.04010283
1114,3,28,1,1,3,29,-0.03885978,0.02315041,0.08335184,-0.03507318
1115,1,28,1,1,4,29,0.0,0.0,0.0,-0.0
1116,2,28,1,1,4,29,0.0,-0.01316411,-0.01448812,-0.00381609
1117,3,28,1,1,4,29,0.00238565,-0.013937,-0.04008267,-0.02076515
1118,1,29,1,1,1,28,-0.07296387,-0.01281967,-0.04764229,-0.00687396
1119,2,29,1,1,1,28,0.03051217,-0.07370106,-0.00096804,-0.06693159
1120,3,29,1,1,1,28,5.179e-05,-0.01957564,0.02152268,0.00135682
1121,4,29,1,1,1,28,-2.26e-06,-0.00019795,0.0014317,-0.00028612
1122,1,29,1,1,2,28,0.05018375,-0.05313956,0.02780076,-0.0547089
1123,2,29,1,1,2,28,-0.08736155,0.00281846,-0.01982452,0.01846642
1124,3,29,1,1,2,28,0.01483058,-0.05137312,-0.01569152,0.00282946
1125,4,29,1,1,2,28,1.234e-05,-0.00828568,0.01184385,0.00632992
1126,1,29,1,1,3,28,0.0,-0.02175394,0.01042988,0.00791443
1127,2,29,1,1,3,28,0.04641961,-0.01126164,0.03022043,0.01146148
1128,3,29,1,1,3,28,-0.0730302,0.01446935,0.0134283,-0.00355405
1129,4,29,1,1,3,28,0.00772579,-0.04318997,-0.01271486,0.0774712
1130,1,29,1,1,4,28,-0.0,0.0,-0.0,0.0
1131,2,29,1,1,4,28,-0.0,-0.01648497,-0.00511965,0.00440706
1132,3,29,1,1,4,28,0.05540027,0.0119908,0.02040101,0.05026221
1133,4,29,1,1,4,28,-0.05549557,0.01779058,0.06650657,-0.00627168
1134,1,29,1,1,5,28,0.0,-0.0,0.0,-0.0
1135,2,29,1,1,5,28,0.0,0.0,-0.0,0.0
1136,3,29,1,1,5,28,0.0,-0.01392197,-0.01532221,-0.00403579
1137,4,29,1,1,5,28,0.06405997,0.03726797,-0.03521675,-0.0234241
1138,1,29,1,1,1,29,-0.05611556,0.07130657,-0.02132465,0.0506088
1139,2,29,1,1,1,29,0.00036546,-0.01337699,-0.03060391,-0.10471702
1140,3,29,1,1,1,29,0.0149043,-0.06269361,-0.00660383,0.00227286
1141,4,29,1,1,1,29,-0.00010992,-0.0079115,0.01324405,0.00654763
1142,1,29,1,1,2,29,-0.0,0.02712631,-0.01300565,-0.00986899
1143,2,29,1,1,2,29,-0.0560804,0.01811083,-0.01786752,-0.01358348
1144,3,29,1,1,2,29,-0.0065998,-0.03498255,-0.00487417,-0.07340839
1145,4,29,1,1,2,29,0.00699558,-0.04308169,-0.00582539,0.08834532
1146,1,29,1,1,3,29,0.0,-0.0,0.0,0.0
1147,2,29,1,1,3,29,0.0,0.02207803,0.00685666,-0.0059023
1148,3,29,1,1,3,29,-0.07419661,-0.01978131,-0.01146955,-0.05432303
1149,4,29,1,1,3,29,-0.0057748,-0.0385603,0.02639556,0.10717832
1150,1,29,1,1,4,29,-0.0,0.0,-0.0,-0.0
1151,2,29,1,1,4,29,-0.0,-0.0,0.0,-0.0
1152,3,29,1,1,4,29,-0.0,0.02007876,0.02209824,0.00582056
1153,4,29,1,1,4,29,-0.09490849,-0.07414931,0.03045623,0.02859433
1154,1,29,1,1,1,30,-0.05602425,-0.00248199,-0.05968849,-0.00286901
1155,2,29,1,1,1,30,-0.02159102,0.03448972,-0.01945137,-0.03418087
1156,3,29,1,1,1,30,-0.00103759,-0.00348891,0.0063696,0.00155453
1157,4,29,1,1,1,30,-8.66e-06,-1.271e-05,0.00058276,-0.00012917
1158,1,29,1,1,2,30,-0.01672115,0.02913324,0.02366489,-0.03630697
1159,2,29,1,1,2,30,-0.0454296,-0.02051268,-0.0271488,0.02133027
1160,3,29,1,1,2,30,-0.01232599,0.02798938,-0.02780131,0.00500108
1161,4,29,1,1,2,30,-0.00041492,-0.00080189,0.00257112,0.00342179
1162,1,29,1,1,3,30,0.0,-0.01667206,0.00799338,0.00606556
1163,2,29,1,1,3,30,-0.01176938,0.01690057,0.0368987,0.00641718
1164,3,29,1,1,3,30,-0.04293298,0.00461827,0.02159995,0.00919697
1165,4,29,1,1,3,30,-0.00762315,0.02045237,-0.02387523,0.03193943
1166,1,29,1,1,4,30,-0.0,0.0,-0.0,-0.0
1167,2,29,1,1,4,30,-0.0,-0.01454309,-0.00451657,0.00388792
1168,3,29,1,1,4,30,-0.00895157,0.00110299,0.02943954,0.03937989
1169,4,29,1,1,4,30,-0.03308539,0.02058702,0.07966871,-0.03463604
1170,1,29,1,1,5,30,0.0,-0.0,0.0,0.0
1171,2,29,1,1,5,30,0.0,0.0,-0.0,-0.0
1172,3,29,1,1,5,30,0.0,-0.01420442,-0.01563307,-0.00411767
1173,4,29,1,1,5,30,-0.00352299,-0.01811302,-0.03981515,-0.02034778
1174,1,30,1,1,1,29,-0.0757891,0.01624993,-0.04841161,0.0056572
1175,2,30,1,1,1,29,0.01310197,-0.05426577,-0.01154897,0.00418975
1176,3,30,1,1,1,29,-3.96e-06,-0.00876754,0.01315765,0.00658677
1177,1,30,1,1,2,29,0.04410088,-0.01582624,0.03306638,0.01346417
1178,2,30,1,1,2,29,-0.07265498,0.01521041,0.01383511,-0.00272842
1179,3,30,1,1,2,29,0.00691064,-0.04168782,-0.01238659,0.07797204
1180,1,30,1,1,3,29,-0.0,-0.01795918,-0.00557749,0.00480117
1181,2,30,1,1,3,29,0.0538929,0.01218425,0.02119064,0.0511349
1182,3,30,1,1,3,29,-0.05530961,0.01893723,0.06815371,-0.00811008
1183,1,30,1,1,4,29,0.0,-0.0,0.0,-0.0
1184,2,30,1,1,4,29,0.0,-0.01551782,-0.01707857,-0.0044984
1185,3,30,1,1,4,29,0.06282259,0.03642795,-0.03600444,-0.02394859
1186,1,30,1,1,1,30,0.03428465,-0.09398027,0.00166609,-0.09499158
1187,2,30,1,1,1,30,-0.00026789,-0.02262615,0.02840978,0.00105571
1188,3,30,1,1,1,30,-7.01e-06,-0.000225,0.00191675,-0.00047012
1189,1,30,1,1,2,30,-0.01323791,-0.02488075,0.00425495,-0.08760898
1190,2,30,1,1,2,30,0.0148411,-0.05692658,-0.01155993,0.00022663
1191,3,30,1,1,2,30,-0.00013162,-0.00881259,0.01452695,0.00738238
1192,1,30,1,1,3,30,-0.05361021,0.02457584,-0.01907579,-0.01588087
1193,2,30,1,1,3,30,-0.0062929,-0.03399387,-0.00549902,-0.07343643
1194,3,30,1,1,3,30,0.00664347,-0.04292921,-0.00431489,0.0897854
1195,1,30,1,1,4,30,0.0,0.02366976,0.007351,-0.00632783
1196,2,30,1,1,4,30,-0.0725451,-0.02031762,-0.01032083,-0.05336582
1197,3,30,1,1,4,30,-0.00521667,-0.03707758,0.02515233,0.10788522
1198,1,30,1,1,5,30,-0.0,0.0,-0.0,0.0
1199,2,30,1,1,5,30,-0.0,0.02196486,0.02417404,0.00636731
1200,3,30,1,1,5,30,-0.09335721,-0.07520125,0.02867366,0.02832191
1201,1,30,1,1,1,31,-0.04249151,0.00325054,-0.04240762,0.01235474
1202,2,30,1,1,1,31,-0.01318281,0.02899898,-0.02726014,0.00620178
1203,3,30,1,1,1,31,-0.00045531,-0.00061911,0.00271867,0.00350565
1204,1,30,1,1,2,31,-0.01543294,0.01418479,0.03867359,0.00764879
1205,2,30,1,1,2,31,-0.03517273,0.00243448,0.02110906,0.00942516
1206,3,30,1,1,2,31,-0.0081169,0.02292969,-0.02512353,0.0318277
1207,1,30,1,1,3,31,-0.0,-0.01534772,-0.00476646,0.00410303
1208,2,30,1,1,3,31,-0.01388895,0.0005334,0.02990814,0.0385395
1209,3,30,1,1,3,31,-0.02716782,0.01782993,0.07572902,-0.03413813
1210,1,30,1,1,4,31,0.0,0.0,0.0,-0.0
1211,2,30,1,1,4,31,0.0,-0.0152575,-0.01679206,-0.00442294
1212,3,30,1,1,4,31,-0.00963082,-0.02237144,-0.03942626,-0.01986551
1213,1,31,1,1,1,30,-0.07141745,-0.01612931,-0.04957597,-0.00984932
1214,2,31,1,1,1,30,0.02521051,-0.06893447,-0.00137872,-0.06742901
1215,3,31,1,1,1,30,-2.803e-05,-0.02261697,0.02574079,0.00138676
1216,4,31,1,1,1,30,-3.37e-06,-0.00027371,0.00199145,-0.00042683
1217,1,31,1,1,2,30,0.045189,-0.04938959,0.02857946,-0.05511341
1218,2,31,1,1,2,30,-0.08598065,-0.00044869,-0.01816729,0.02191876
1219,3,31,1,1,2,30,0.012082,-0.0460775,-0.01709711,0.0026478
1220,4,31,1,1,2,30,-2.318e-05,-0.00967207,0.01421377,0.00741164
1221,1,31,1,1,3,30,0.0,-0.02617213,0.01254817,0.00952184
1222,2,31,1,1,3,30,0.0429529,-0.00806285,0.03087723,0.01126703
1223,3,31,1,1,3,30,-0.07179387,0.01471633,0.01459645,-0.00149166
1224,4,31,1,1,3,30,0.00602135,-0.03982606,-0.01207665,0.07821759
1225,1,31,1,1,4,30,-0.0,-0.0,-0.0,0.0
1226,2,31,1,1,4,30,-0.0,-0.02017355,-0.0062652,0.00539316
1227,3,31,1,1,4,30,0.05193344,0.01241744,0.02197069,0.05181301
1228,4,31,1,1,4,30,-0.05461856,0.01990876,0.06942391,-0.0099467
1229,1,31,1,1,5,30,0.0,0.0,0.0,-0.0
1230,2,31,1,1,5,30,0.0,-0.0,0.0,-0.0
1231,3,31,1,1,5,30,0.0,-0.01721029,-0.01894126,-0.00498903
1232,4,31,1,1,5,30,0.06103773,0.0352706,-0.03665052,-0.02438586
1233,1,31,1,1,1,31,-0.05204005,0.0717403,-0.01944725,0.0476498
1234,2,31,1,1,1,31,0.00107681,-0.01007076,-0.03470285,-0.1060098
1235,3,31,1,1,1,31,0.01341535,-0.06273626,-0.00389113,0.00185066
1236,4,31,1,1,1,31,-0.00015134,-0.00923432,0.01621916,0.00746367
1237,1,31,1,1,2,31,-0.0,0.03177049,-0.01523229,-0.01155861
1238,2,31,1,1,2,31,-0.05280565,0.01622318,-0.01324745,-0.01301515
1239,3,31,1,1,2,31,-0.00579373,-0.03152946,-0.00673991,-0.07369303
1240,4,31,1,1,2,31,0.00624259,-0.04266907,-0.00267846,0.09106117
1241,1,31,1,1,3,31,0.0,0.0,0.0,-0.0
1242,2,31,1,1,3,31,0.0,0.02617169,0.00812801,-0.00699669
1243,3,31,1,1,3,31,-0.07055852,-0.02093417,-0.00905624,-0.0521264
1244,4,31,1,1,3,31,-0.00471322,-0.03532043,0.02380694,0.10822613
1245,1,31,1,1,4,31,-0.0,-0.0,-0.0,0.0
1246,2,31,1,1,4,31,-0.0,0.0,0.0,0.0
1247,3,31,1,1,4,31,-0.0,0.02391897,0.02632468,0.00693378
1248,4,31,1,1,4,31,-0.09136534,-0.0761036,0.02662151,0.027921
1249,1,31,1,1,1,32,-0.04087644,-0.0004298,-0.05286417,-0.00547577
1250,2,31,1,1,1,32,-0.02545883,0.04374629,-0.02110748,-0.03265642
1251,3,31,1,1,1,32,-0.00130806,-0.00282657,0.0065728,0.0017526
1252,4,31,1,1,1,32,-1.256e-05,-2.2e-06,0.00074411,-0.00018296
1253,1,31,1,1,2,32,-0.02461372,0.03703346,0.02376193,-0.03484235
1254,2,31,1,1,2,32,-0.02648948,-0.0271904,-0.02066719,0.02166699
1255,3,31,1,1,2,32,-0.01420412,0.03524989,-0.03060646,0.00528957
1256,4,31,1,1,2,32,-0.00053201,-0.00043858,0.00252301,0.00395003
1257,1,31,1,1,3,32,0.0,-0.01900582,0.0091123,0.00691462
1258,2,31,1,1,3,32,-0.01973383,0.02144682,0.03714977,0.00567901
1259,3,31,1,1,3,32,-0.02719662,-0.00077108,0.02081638,0.00991608
1260,4,31,1,1,3,32,-0.00855707,0.02544759,-0.02641182,0.03156868
1261,1,31,1,1,4,32,-0.0,-0.0,-0.0,0.0
1262,2,31,1,1,4,32,0.0,-0.01670762,-0.0051888,0.00446658
1263,3,31,1,1,4,32,-0.01894843,1.073e-05,0.03032277,0.03756
1264,4,31,1,1,4,32,-0.02114769,0.01487642,0.07155101,-0.03357734
1265,1,31,1,1,5,32,0.0,0.0,0.0,-0.0
1266,2,31,1,1,5,32,-0.0,0.0,-0.0,-0.0
1267,3,31,1,1,5,32,0.0,-0.01632018,-0.01796163,-0.004731
1268,4,31,1,1,5,32,-0.01590338,-0.02668536,-0.03891526,-0.01932036
1269,1,32,1,1,1,31,-0.07301059,0.01715711,-0.05204899,0.00681718
1270,2,32,1,1,1,31,0.01003749,-0.05003092,-0.0113497,0.00450188
1271,3,32,1,1,1,31,-4.822e-05,-0.01005248,0.01571294,0.00752258
1272,1,32,1,1,2,31,0.03973132,-0.01452121,0.03439927,0.01392281
1273,2,32,1,1,2,31,-0.07008709,0.01537659,0.01482389,-0.00064742
1274,3,32,1,1,2,31,0.00505858,-0.03775744,-0.01176755,0.07831151
1275,1,32,1,1,3,31,-0.0,-0.02166269,-0.00672767,0.00579126
1276,2,32,1,1,3,31,0.04950439,0.01250233,0.02267187,0.05232536
1277,3,32,1,1,3,31,-0.05341924,0.02069334,0.07031022,-0.01177435
1278,1,32,1,1,4,31,0.0,-0.0,0.0,-0.0
1279,2,32,1,1,4,31,0.0,-0.01899349,-0.02090381,-0.00550595
1280,3,32,1,1,4,31,0.05869678,0.03379535,-0.037146,-0.02473193
1281,1,32,1,1,1,32,0.0306901,-0.09379868,0.00316601,-0.09747205
1282,2,32,1,1,1,32,-0.00037616,-0.02593499,0.03413074,0.0007023
1283,3,32,1,1,1,32,-9.84e-06,-0.00030507,0.0026288,-0.00070351
1284,1,32,1,1,2,32,-0.01337761,-0.02369797,0.00705276,-0.08578987
1285,2,32,1,1,2,32,0.01334042,-0.05460999,-0.01096097,-0.00081109
1286,3,32,1,1,2,32,-0.0001808,-0.0102764,0.01761903,0.00847254
1287,1,32,1,1,3,32,-0.04959361,0.02495974,-0.01520394,-0.0160517
1288,2,32,1,1,3,32,-0.00559494,-0.03041505,-0.00727358,-0.07309751
1289,3,32,1,1,3,32,0.00580552,-0.04210933,-0.00098551,0.09201451
1290,1,32,1,1,4,32,0.0,0.02766841,0.00859284,-0.00739682
1291,2,32,1,1,4,32,-0.06822886,-0.02138386,-0.00759757,-0.05065739
1292,3,32,1,1,4,32,-0.00425656,-0.03330828,0.02233969,0.10819529
1293,1,32,1,1,5,32,-0.0,-0.0,-0.0,-0.0
1294,2,32,1,1,5,32,-0.0,0.02592844,0.02853626,0.0075163
1295,3,32,1,1,5,32,-0.08894301,-0.07686011,0.02430246,0.0273922
1296,1,32,1,1,1,33,-0.02611197,0.0025189,-0.03823084,0.01167852
1297,2,32,1,1,1,33,-0.01481289,0.03564283,-0.02967687,0.00680358
1298,3,32,1,1,1,33,-0.00057034,-0.00017174,0.00265503,0.00394253
1299,1,32,1,1,2,33,-0.02331162,0.01720319,0.03916282,0.00734199
1300,2,32,1,1,2,33,-0.01926784,-0.00298397,0.0202279,0.01006604
1301,3,32,1,1,2,33,-0.00893713,0.02792604,-0.02777036,0.03125285
1302,1,32,1,1,3,33,0.0,-0.01739242,-0.00540147,0.00464966
1303,2,32,1,1,3,33,-0.0240963,-0.00061613,0.03062261,0.03647701
1304,3,32,1,1,3,33,-0.01506791,0.01173462,0.06715862,-0.0329533
1305,1,32,1,1,4,33,0.0,0.0,0.0,-0.0
1306,2,32,1,1,4,33,0.0,-0.01738261,-0.01913091,-0.00503898
1307,3,32,1,1,4,33,-0.02230409,-0.03102691,-0.03828206,-0.01871467
1308,1,33,1,1,1,32,-0.06775856,-0.01911733,-0.05040619,-0.01314626
1309,2,33,1,1,1,32,0.01897333,-0.06258541,-0.00161817,-0.06701545
1310,3,33,1,1,1,32,-0.00015433,-0.02553848,0.03026085,0.00131623
1311,4,33,1,1,1,32,-4.98e-06,-0.00036839,0.00270267,-0.00062384
1312,1,33,1,1,2,32,0.03859935,-0.04446517,0.0292371,-0.05463516
1313,2,33,1,1,2,32,-0.08133293,-0.00473731,-0.01541031,0.02529521
1314,3,33,1,1,2,32,0.00882375,-0.03908163,-0.01885818,0.00244898
1315,4,33,1,1,2,32,-8.025e-05,-0.01105977,0.01676416,0.00852656
1316,1,33,1,1,3,32,0.0,-0.03093278,0.01483065,0.01125384
1317,2,33,1,1,3,32,0.03797154,-0.0039606,0.0309986,0.01080035
1318,3,33,1,1,3,32,-0.06794782,0.01413235,0.01564121,0.00081032
1319,4,33,1,1,3,32,0.00403645,-0.03527777,-0.01151161,0.07809947
1320,1,33,1,1,4,32,-0.0,-0.0,-0.0,0.0
1321,2,33,1,1,4,32,-0.0,-0.02427318,-0.0075384,0.00648915
1322,3,33,1,1,4,32,0.04661796,0.0126917,0.02337081,0.05261242
1323,4,33,1,1,4,32,-0.05171362,0.02126125,0.07080126,-0.01358241
1324,1,33,1,1,5,32,0.0,-0.0,0.0,-0.0
1325,2,33,1,1,5,32,0.0,-0.0,0.0,0.0
1326,3,33,1,1,5,32,0.0,-0.02087027,-0.02296935,-0.00605001
1327,4,33,1,1,5,32,0.05579402,0.03200456,-0.03748099,-0.02498272
1328,1,33,1,1,1,33,-0.046899,0.07183856,-0.01730866,0.04367408
1329,2,33,1,1,1,33,0.00158082,-0.00621524,-0.03894431,-0.10600713
1330,3,33,1,1,1,33,0.01159429,-0.06195922,-0.00067309,0.00140325
1331,4,33,1,1,1,33,-0.00020399,-0.01056891,0.01958303,0.00827425
1332,1,33,1,1,2,33,-0.0,0.03656236,-0.01752975,-0.01330197
1333,2,33,1,1,2,33,-0.04851766,0.01385369,-0.00760426,-0.01218025
1334,3,33,1,1,2,33,-0.00508678,-0.02715069,-0.00877274,-0.07298632
1335,4,33,1,1,2,33,0.00532072,-0.04149117,0.00083177,0.09282373
1336,1,33,1,1,3,33,0.0,-0.0,0.0,-0.0
1337,2,33,1,1,3,33,0.0,0.03052684,0.00948057,-0.00816099
1338,3,33,1,1,3,33,-0.06558797,-0.02199149,-0.00604593,-0.04889068
1339,4,33,1,1,3,33,-0.00383644,-0.03104003,0.02073798,0.10778405
1340,1,33,1,1,4,33,-0.0,0.0,-0.0,0.0
1341,2,33,1,1,4,33,-0.0,0.0,-0.0,0.0
1342,3,33,1,1,4,33,-0.0,0.0279928,0.03080825,0.00811473
1343,4,33,1,1,4,33,-0.08610238,-0.07747567,0.02171947,0.02673631
1344,1,33,1,1,1,34,-0.02591943,0.00287916,-0.04545064,-0.00806116
1345,2,33,1,1,1,34,-0.02856731,0.05269273,-0.02251944,-0.03063875
1346,3,33,1,1,1,34,-0.00160532,-0.00174361,0.00646163,0.00192873
1347,4,33,1,1,1,34,-1.773e-05,1.866e-05,0.00091711,-0.00025321
1348,1,33,1,1,2,34,-0.03249785,0.04449886,0.02371808,-0.0328353
1349,2,33,1,1,2,34,-0.00701327,-0.0341567,-0.01375331,0.021768
1350,3,33,1,1,2,34,-0.01571472,0.04248875,-0.0334842,0.00556842
1351,4,33,1,1,2,34,-0.00066585,0.00012324,0.00225515,0.00448068
1352,1,33,1,1,3,34,0.0,-0.02128619,0.01020562,0.00774425
1353,2,33,1,1,3,34,-0.02801552,0.02610891,0.0369296,0.00482279
1354,3,33,1,1,3,34,-0.01114722,-0.00668024,0.01995154,0.01060656
1355,4,33,1,1,3,34,-0.00924268,0.03041189,-0.02916322,0.03076963
1356,1,33,1,1,4,34,-0.0,0.0,-0.0,0.0
1357,2,33,1,1,4,34,0.0,-0.01889663,-0.00586863,0.00505179
1358,3,33,1,1,4,34,-0.02930775,-0.00114184,0.0308734,0.0352509
1359,4,33,1,1,4,34,-0.00897218,0.00839986,0.06257114,-0.03226282
1360,1,33,1,1,5,34,0.0,0.0,0.0,-0.0
1361,2,33,1,1,5,34,0.0,0.0,0.0,-0.0
1362,3,33,1,1,5,34,0.0,-0.01844341,-0.0202984,-0.00534649
1363,4,33,1,1,5,34,-0.02879428,-0.03536631,-0.03752623,-0.01805083
1364,1,34,1,1,1,33,-0.06780053,0.01801481,-0.05510115,0.00791114
1365,2,34,1,1,1,33,0.00653988,-0.04454616,-0.01109793,0.00491527
1366,3,34,1,1,1,33,-0.00011497,-0.01127168,0.01846798,0.0083997
1367,1,34,1,1,2,33,0.03387779,-0.01295167,0.03540506,0.01431049
1368,2,34,1,1,2,33,-0.06491845,0.01480636,0.01564372,0.00160808
1369,3,34,1,1,2,33,0.002955,-0.03266509,-0.01126982,0.07777612
1370,1,34,1,1,3,33,-0.0,-0.02567665,-0.00797427,0.00686435
1371,2,34,1,1,3,33,0.04325489,0.01264214,0.02394481,0.05273499
1372,3,34,1,1,3,33,-0.04950557,0.02160749,0.07089696,-0.01536355
1373,1,34,1,1,4,33,0.0,-0.0,0.0,-0.0
1374,2,34,1,1,4,33,0.0,-0.02282862,-0.02512467,-0.00661771
1375,3,34,1,1,4,33,0.05232681,0.02990206,-0.03764649,-0.02513453
1376,1,34,1,1,1,34,0.02640159,-0.09259781,0.00521985,-0.09891394
1377,2,34,1,1,1,34,-0.0005133,-0.02914324,0.0404338,7.641e-05
1378,3,34,1,1,1,34,-1.356e-05,-0.0004038,0.0035257,-0.00103318
1379,1,34,1,1,2,34,-0.01318416,-0.0221171,0.01031865,-0.08282283
1380,2,34,1,1,2,34,0.01153092,-0.05105614,-0.01051726,-0.0019672
1381,3,34,1,1,2,34,-0.000244,-0.01177957,0.02107938,0.00951854
1382,1,34,1,1,3,34,-0.04459681,0.0254346,-0.01064685,-0.01615035
1383,2,34,1,1,3,34,-0.0049681,-0.02609125,-0.00912702,-0.07167773
1384,3,34,1,1,3,34,0.00480903,-0.04048082,0.002645,0.09321667
1385,1,34,1,1,4,34,0.0,0.03179887,0.00987561,-0.00850105
1386,2,34,1,1,4,34,-0.06262069,-0.02231887,-0.00426589,-0.04692265
1387,3,34,1,1,4,34,-0.00344587,-0.02854819,0.01897888,0.10698865
1388,1,34,1,1,5,34,-0.0,0.0,-0.0,0.0
1389,2,34,1,1,5,34,-0.0,0.03009161,0.03311816,0.00872315
1390,3,34,1,1,5,34,-0.08285763,-0.07795414,0.01887833,0.02595492
1391,1,34,1,1,1,35,-0.00986631,0.00212871,-0.03361618,0.01091696
1392,2,34,1,1,1,35,-0.01599418,0.04211188,-0.03216144,0.00744778
1393,3,34,1,1,1,35,-0.00069589,0.00047078,0.00238105,0.00433952
1394,1,34,1,1,2,35,-0.03128132,0.01996386,0.03924216,0.0070155
1395,2,34,1,1,2,35,-0.00329461,-0.00880178,0.01926132,0.01063237
1396,3,34,1,1,2,35,-0.00947009,0.0327939,-0.03064925,0.03027482
1397,1,34,1,1,3,35,0.0,-0.01938484,-0.00602025,0.00518231
1398,2,34,1,1,3,35,-0.03453844,-0.00182806,0.03097437,0.03394248
1399,3,34,1,1,3,35,-0.00290728,0.00488849,0.05781815,-0.03150661
1400,1,34,1,1,4,35,0.0,0.0,0.0,-0.0
1401,2,34,1,1,4,35,0.0,-0.01948813,-0.0214482,-0.00564934
1402,3,34,1,1,4,35,-0.03533313,-0.03967332,-0.03664863,-0.0173317
1403,1,35,1,1,1,34,-0.06223842,-0.02148299,-0.05010246,-0.01666263
1404,2,35,1,1,1,34,0.01203809,-0.05482113,-0.00158248,-0.06564798
1405,3,35,1,1,1,34,-0.00033758,-0.02817533,0.03499673,0.001107
1406,4,35,1,1,1,34,-7.31e-06,-0.00048339,0.00358538,-0.00089516
1407,1,35,1,1,2,34,0.0305158,-0.03856214,0.02981227,-0.05320583
1408,2,35,1,1,2,34,-0.07338097,-0.01005267,-0.01158436,0.02846711
1409,3,35,1,1,2,34,0.00514432,-0.03041808,-0.02104799,0.00225469
1410,4,35,1,1,2,34,-0.00016528,-0.01238909,0.01944491,0.0096464
1411,1,35,1,1,3,34,0.0,-0.03595034,0.01723631,0.01307931
1412,2,35,1,1,3,34,0.03145611,0.00105278,0.03049553,0.01004514
1413,3,35,1,1,3,34,-0.06152275,0.01259043,0.0165844,0.00331894
1414,4,35,1,1,3,34,0.00183448,-0.02956456,-0.01112687,0.07707132
1415,1,35,1,1,4,34,-0.0,-0.0,-0.0,0.0
